0	"Henry"	"was"	"Governor Edwin Washington Edwards's choice"
57	"a student"	"at of in Pennsylvania"	"Philadelphia"
57	"Alice"	"was accepted as student at of in Pennsylvania"	"Philadelphia"
57	"a student"	"at of in"	"Philadelphia , Pennsylvania"
57	"Alice"	"was accepted as"	"a student"
57	"a music student"	"in"	"local schools"
57	"Alice"	"was accepted as student of"	"Carlos Salzedo"
57	"a student"	"at of"	"Music"
57	"a student"	"of"	"Carlos Salzedo"
57	"the Curtis Institute"	"of"	"Music"
57	"the Curtis Institute"	"of in"	"Philadelphia , Pennsylvania"
57	"a student"	"at of"	"the Curtis Institute"
57	"Alice"	"was accepted as student at of"	"the Curtis Institute"
57	"Alice"	"was accepted as student at of"	"Music"
57	"the Curtis Institute"	"of in Pennsylvania"	"Philadelphia"
57	"Alice"	"was accepted as student at of in"	"Philadelphia , Pennsylvania"
58	"Greenland"	"and"	"the Caribbean"
58	"the Danish territory"	"of Greenland and"	"the Caribbean"
58	"This article"	"includes but excludes action involving"	"the Danish territory"
58	"the sovereignty"	"of"	"the United States"
58	"This article"	"includes but excludes action involving territory of Greenland and"	"the Caribbean"
58	"This article"	"includes is under"	"the sovereignty"
58	"military action"	"involving territory of Greenland and"	"the Caribbean"
58	"This article"	"includes is under sovereignty of"	"the United States"
58	"This article"	"includes extending into"	"the ocean"
58	"the United States"	"Canada and"	"Mexico"
58	"Canada"	"and"	"Mexico"
58	"This article"	"includes is under sovereignty of States"	"Canada"
58	"military action"	"involving"	"the Danish territory"
58	"This article"	"includes is"	"today"
58	"This article"	"includes is under sovereignty of States Canada and"	"Mexico"
58	"the United States"	"States"	"Canada"
58	"attacks"	"on"	"continental territory"
58	"This article"	"includes extending"	"200 miles"
58	"This article"	"includes but excludes action involving territory of"	"Greenland"
58	"the sovereignty"	"of States Canada and"	"Mexico"
58	"the sovereignty"	"of States"	"Canada"
58	"This article"	"includes but excludes"	"military action"
58	"the Danish territory"	"of"	"Greenland"
58	"military action"	"involving territory of"	"Greenland"
59	"track"	"has enjoyed"	"great success"
59	"field team"	"has enjoyed"	"great success"
59	"field team"	"has enjoyed success under"	"Head Coach Peter Farrell"
59	"track"	"has enjoyed success under"	"Head Coach Peter Farrell"
59	"great success"	"under"	"Head Coach Peter Farrell"
60	"The report"	"implied that was hurting"	"policy formulation"
60	"The report"	"implied that was infighting over"	"Mugabe's successor"
60	"the infighting"	"was hurting"	"policy formulation"
60	"the infighting"	"over"	"Mugabe's successor"
60	"The report"	"implied that was"	"the infighting"
60	"the infighting"	"was hurting formulation and"	"consistency"
60	"Zanu-PF"	"in was hurting"	"policy formulation"
60	"The report"	"implied that was infighting in"	"Zanu-PF"
60	"The report"	"implied that was hurting formulation and"	"consistency"
60	"policy formulation"	"and"	"consistency"
60	"The report"	"implied that was hurting in"	"implementation"
60	"the infighting"	"was hurting in"	"implementation"
60	"Mugabe's successor"	"over was hurting"	"policy formulation"
60	"the infighting"	"in"	"Zanu-PF"
61	"Life Partner"	". netted while netted"	"it"
61	"it"	"netted by"	"the third week"
61	"Life Partner"	". netted while netted by"	"the third week"
61	"Life Partner"	". netted in week"	"its"
62	"He"	"did in"	"the action game"
62	"He"	"did"	"the voice"
62	"He"	"did voice of"	"Tommy"
62	"He"	"did ."	"Prey"
62	"the voice"	"of"	"Tommy"
63	"The film"	"was shown on 2009 in"	"Montreal"
63	"The film"	"was shown on 2009"	"July"
63	"July"	"2009 in"	"Montreal"
63	"The film"	"was shown at"	"the Fantasia Festival"
64	"The foundations"	"of had"	"University"
64	"The foundations"	"of had expanded to"	"the wider Smyrna area"
64	"The foundations"	"of had expanded after"	"the World War I."
64	"University"	"had expanded"	"its geographic borders"
64	"The foundations"	"of had to 1918"	"October"
64	"University"	"had expanded to"	"the wider Smyrna area"
64	"University"	"had expanded borders"	"its"
64	"Greece"	"had expanded after"	"the World War I."
64	"The foundations"	"of had"	"Greece"
64	"University"	"had expanded after"	"the World War I."
64	"October"	"1918 had expanded"	"its geographic borders"
64	"The foundations"	"of had University of"	"the Aegean date"
64	"The foundations"	"of had expanded"	"its geographic borders"
64	"University"	"of"	"the Aegean date"
64	"The foundations"	"of had expanded borders"	"its"
64	"the Aegean date"	"of had expanded"	"its geographic borders"
64	"Greece"	"had expanded to"	"the wider Smyrna area"
64	"Greece"	"had expanded borders"	"its"
65	"the National Air"	"and"	"Space Museum"
65	"the PGA Tour"	"Tour"	"the Georgetown University Lombardi Cancer Center"
65	"Space Museum"	"Tour Center"	"the World Peace Foundation"
65	"organizations"	"as Air and Museum Tour Center"	"the World Peace Foundation"
65	"organizations"	"as"	"the National Air"
65	"organizations"	"as Air and Museum"	"the PGA Tour"
65	"the World Peace Foundation"	"and"	"the Shakespeare Guild"
65	"the PGA Tour"	"Center"	"the World Peace Foundation"
65	"the National Air"	"and Museum"	"the PGA Tour"
65	"award sculptures"	"for organizations as Air and Museum Tour Center Foundation and"	"the Shakespeare Guild"
65	"Space Museum"	"Tour"	"the Georgetown University Lombardi Cancer Center"
65	"award sculptures"	"for organizations as Air and Museum Tour"	"the Georgetown University Lombardi Cancer Center"
65	"award sculptures"	"for organizations as Air and Museum Tour Center"	"the World Peace Foundation"
65	"Space Museum"	"Museum"	"the PGA Tour"
65	"organizations"	"as Air and Museum Tour Center Foundation and"	"the Shakespeare Guild"
65	"the PGA Tour"	"Center Foundation and"	"the Shakespeare Guild"
65	"the National Air"	"and Museum Tour Center Foundation and"	"the Shakespeare Guild"
65	"award sculptures"	"for"	"organizations"
65	"the Georgetown University Lombardi Cancer Center"	"Center"	"the World Peace Foundation"
65	"the National Air"	"and Museum Tour Center"	"the World Peace Foundation"
65	"organizations"	"as Air and Museum Tour"	"the Georgetown University Lombardi Cancer Center"
65	"the National Air"	"and Museum Tour"	"the Georgetown University Lombardi Cancer Center"
65	"the Georgetown University Lombardi Cancer Center"	"Foundation and"	"the Shakespeare Guild"
65	"award sculptures"	"for organizations as Air and Museum"	"the PGA Tour"
65	"organizations"	"as Air and"	"Space Museum"
65	"Space Museum"	"Tour Center Foundation and"	"the Shakespeare Guild"
65	"award sculptures"	"for organizations as"	"the National Air"
65	"award sculptures"	"for organizations as Air and"	"Space Museum"
66	"Argentina"	"has . many of"	"its players"
66	"Los Pumas"	". many of players playing in"	"Europe"
66	"Argentina"	"has ."	"Los Pumas"
66	"Argentina"	"has . rugby"	"union football team"
66	"Argentina"	"has . many of players playing in"	"Europe"
67	"They"	"have competed in"	"the UEFA Women's Cup"
67	"They"	"have competed in Cup and"	"UEFA Women's Champions League"
67	"the UEFA Women's Cup"	"and"	"UEFA Women's Champions League"
68	"Finklea"	"began . professor at"	"a series"
68	"Finklea"	"began career"	"his"
68	"Finklea"	"began as"	"a physician"
68	"a professor"	"at series of"	"medical schools"
68	"Finklea"	"began . professor at series of"	"medical schools"
68	"a professor"	"at"	"a series"
68	"Finklea"	"began ."	"a professor"
68	"a series"	"of"	"medical schools"
69	"It"	"was as of 2009"	"March"
69	"It"	"was broadcast on"	"NBC"
69	"It also the televison premiere"	"for"	"Nickelodeon"
69	"It"	"was broadcast on 2009"	"February"
69	"It"	"was and is available as"	"a separate DVD"
69	"a separate DVD"	"as available is was"	"It also the televison premiere"
69	"It also the televison premiere"	"on 6"	"March"
69	"March"	"2009 of was"	"It also the televison premiere"
69	"It"	"was premiere"	"It"
69	"It"	"premiere on 6"	"March"
69	"It"	"was"	"It also the televison premiere"
69	"It"	"was premiere for"	"Nickelodeon"
69	"February"	"2009 on was"	"It also the televison premiere"
69	"It"	"was premiere on 6"	"March"
69	"It"	"premiere for"	"Nickelodeon"
70	"They"	"are adamant on finding truth about"	"her"
70	"They"	"are adamant on finding"	"the truth"
70	"the truth"	"about"	"her"
71	"occasional assistance"	"in"	"emergency relief"
71	"its early years"	"was engaged in"	"immigration patrol"
71	"its early years"	"was engaged with"	"occasional assistance"
71	"its early years"	"was engaged with assistance in"	"emergency relief"
71	"the air force"	"was engaged with assistance in"	"emergency relief"
72	"Sarada"	"knows truth about"	"his deeds"
72	"Dileep"	"realizes that has and saves"	"his father"
72	"Sarada"	"knows"	"the truth"
72	"he"	"realizes . that knows"	"Sarada"
72	"Dileep"	"realizes that has and saves"	"he"
72	"Dileep"	"realizes . that knows"	"Sarada"
72	"he"	"realizes . that knows"	"the truth"
72	"the truth"	"about"	"his deeds"
72	"he"	"realizes . that knows truth about"	"his deeds"
72	"Dileep"	"realizes . that knows truth about"	"his deeds"
72	"Dileep"	"realizes . that knows"	"the truth"
73	"she"	"wards"	"Charlie's advances"
73	"she"	"comes to see as"	"the ideal man"
73	"she"	"comes to see as man for"	"her plans"
73	"the ideal man"	"for"	"her plans"
74	"He"	"has represented parts of"	"the city"
74	"He"	"has represented parts of city in House of"	"Representatives"
74	"He"	"has represented"	"parts"
74	"He"	"has represented parts of city in"	"the Vermont House"
74	"parts"	"of"	"the city"
74	"He"	"has and had served"	"four terms"
74	"the city"	"of"	"Rutland"
74	"the Vermont House"	"of"	"Representatives"
74	"the city"	"in"	"the Vermont House"
74	"He"	"has and had served terms in"	"the House"
74	"He"	"has represented parts of city of"	"Rutland"
74	"parts"	"of city of"	"Rutland"
74	"the city"	"in House of"	"Representatives"
74	"four terms"	"in"	"the House"
74	"parts"	"of city in House of"	"Representatives"
74	"parts"	"of city in"	"the Vermont House"
75	"himself"	"tried to work to minimize negativity of characterization and"	"present Malcolm"
75	"gay film historian"	"historian"	"Vito Russo"
75	"who"	"was tried to work with screenwriter and"	"director"
75	"who"	"was tried"	"himself"
75	"co-star Michael Greer"	"played and was tried to work with"	"the screenwriter"
75	"co-star Michael Greer"	"played and was tried to work to minimize in"	"a positive light"
75	"who"	"played and was tried to work to minimize in"	"a positive light"
75	"the characterization"	"and"	"present Malcolm"
75	"The Celluloid Closet"	". Greer played and was tried to work to minimize negativity of characterization and"	"present Malcolm"
75	"who"	"played"	"the flamboyantly gay Malcolm"
75	"who"	"was tried to work to minimize"	"the negativity"
75	"who"	"played and was tried to work to minimize negativity of characterization and"	"present Malcolm"
75	"who"	"played and was tried to work with"	"the screenwriter"
75	"The Celluloid Closet"	". Greer played and was tried to work with screenwriter and"	"director"
75	"co-star Michael Greer"	"played and was tried"	"himself"
75	"who"	"was tried to work to minimize negativity of"	"the characterization"
75	"himself"	"tried to work to minimize in"	"a positive light"
75	"The Celluloid Closet"	". Greer played and was tried to work to minimize negativity of"	"the characterization"
75	"the negativity"	"of characterization and"	"present Malcolm"
75	"The Celluloid Closet"	". Greer played and was"	"who"
75	"co-star Michael Greer"	"played and was tried to work with screenwriter and"	"director"
75	"the screenwriter"	"and"	"director"
75	"himself"	"tried to work to minimize negativity of"	"the characterization"
75	"who"	"played and was tried to work with screenwriter and"	"director"
75	"co-star Michael Greer"	"played and was tried to work to minimize negativity of"	"the characterization"
75	"The Celluloid Closet"	". Greer played and was tried to work to minimize"	"the negativity"
75	"himself"	"tried to work with"	"the screenwriter"
75	"co-star Michael Greer"	"played"	"who"
75	"The Celluloid Closet"	". Greer played and was tried"	"himself"
75	"The Celluloid Closet"	". Greer played and was tried to work to minimize in"	"a positive light"
75	"who"	"was tried to work to minimize in"	"a positive light"
75	"who"	"played and was tried to work to minimize"	"the negativity"
75	"co-star Michael Greer"	"played and was tried to work to minimize"	"the negativity"
75	"who"	"was tried to work to minimize negativity of characterization and"	"present Malcolm"
75	"co-star Michael Greer"	"played and was tried to work to minimize negativity of characterization and"	"present Malcolm"
75	"himself"	"tried to work with screenwriter and"	"director"
75	"co-star Michael Greer"	"played"	"the flamboyantly gay Malcolm"
75	"who"	"played and was tried"	"himself"
75	"co-star Michael Greer"	"played and was"	"who"
75	"himself"	"tried to work to minimize"	"the negativity"
75	"who"	"played and was"	"who"
75	"the negativity"	"of"	"the characterization"
75	"who"	"played and was tried to work to minimize negativity of"	"the characterization"
75	"who"	"was tried to work with"	"the screenwriter"
75	"The Celluloid Closet"	". Greer played and was tried to work with"	"the screenwriter"
76	"top gymnast"	"in"	"ABC Family's"
76	"top gymnast"	"gymnast"	"Emily Kmetko"
76	"Hobbs"	"acquired Make"	"It"
76	"Hobbs"	"acquired"	"the role"
76	"the role"	"of gymnast in"	"ABC Family's"
76	"Hobbs"	"acquired role of gymnast in"	"ABC Family's"
76	"Hobbs"	"acquired role of gymnast"	"Emily Kmetko"
76	"the role"	"of gymnast"	"Emily Kmetko"
76	"the role"	"of"	"top gymnast"
76	"Hobbs"	"acquired Make or Break"	"It"
76	"Hobbs"	"acquired role of"	"top gymnast"
77	"Mya Than Tint"	"entered gained from"	"Great Britain"
77	"Mya Than Tint"	"entered and received degree in"	"philosophy"
77	"Mya Than Tint"	"entered and received degree in philosophy science and"	"English literature"
77	"philosophy"	"science and"	"English literature"
77	"Mya Than Tint"	"entered and received"	"a degree"
77	"Mya Than Tint"	"entered and received degree in philosophy"	"political science"
77	"a degree"	"in"	"philosophy"
77	"philosophy"	"philosophy"	"political science"
77	"Mya Than Tint"	"entered gained"	"independence"
77	"a degree"	"in philosophy science and"	"English literature"
77	"political science"	"and"	"English literature"
77	"a degree"	"in philosophy"	"political science"
77	"Mya Than Tint"	"entered gained"	"Burma"
77	"Burma"	"gained from"	"Great Britain"
78	"help"	"from"	"a prisoner"
78	"They"	"seek played by"	"Blacky Ko"
79	"the start"	"of"	"the MLS season"
79	"He"	"trained before being waived on 2011"	"March"
79	"He"	"trained to start of"	"the MLS season"
79	"the club"	"for"	"one month"
79	"He"	"trained to"	"the start"
79	"He"	"trained with club for"	"one month"
80	"The twisted creations"	"of"	"two cartoonists"
80	"two cartoonists"	"of come in"	"this tongue-in-cheek low budget schlocker"
80	"The twisted creations"	"come in"	"this tongue-in-cheek low budget schlocker"
80	"two cartoonists"	"of come to"	"life"
80	"The twisted creations"	"come to"	"life"
81	"Bryant"	"committed by falling"	"a ferry"
81	"Bryant"	"committed by falling into"	"San Francisco Bay"
82	"Southern University"	"in"	"Baton Rouge , Louisiana"
82	"Dawson"	"began as teacher at University in Louisiana"	"Baton Rouge"
82	"Dawson"	"began as teacher at University in Louisiana remained after earning"	"his M.A."
82	"an English teacher"	"at"	"Southern University"
82	"Southern University"	"in Louisiana remained"	"he"
82	"Baton Rouge"	"Louisiana remained"	"he"
82	"Baton Rouge"	"Louisiana remained after earning"	"his M.A."
82	"an English teacher"	"at University in Louisiana"	"Baton Rouge"
82	"an English teacher"	"at University in"	"Baton Rouge , Louisiana"
82	"Southern University"	"in Louisiana remained after earning"	"his M.A."
82	"an English teacher"	"at University in Louisiana remained"	"he"
82	"an English teacher"	"at University in Louisiana remained after earning"	"his M.A."
82	"Baton Rouge"	"Louisiana remained"	"three years"
82	"an English teacher"	"at University in Louisiana remained"	"three years"
82	"Dawson"	"began as teacher at University in Louisiana remained"	"three years"
82	"he"	"remained after earning"	"his M.A."
82	"Baton Rouge , Louisiana"	"remained"	"three years"
82	"Dawson"	"began as teacher at"	"Southern University"
82	"Baton Rouge , Louisiana"	"remained"	"he"
82	"Southern University"	"in Louisiana remained"	"three years"
82	"Dawson"	"began as teacher at University in Louisiana remained"	"he"
82	"Dawson"	"began as teacher at University in"	"Baton Rouge , Louisiana"
82	"Baton Rouge , Louisiana"	"remained after earning"	"his M.A."
82	"Dawson"	"began as"	"an English teacher"
82	"Southern University"	"in Louisiana"	"Baton Rouge"
83	"It"	"relied and gave chance to compensate to extent for lack of"	"skill"
83	"It"	"relied and gave"	"the amateurs"
83	"a chance"	"to compensate to extent for lack of"	"skill"
83	"It"	"relied and gave amateurs of"	"the time"
83	"a chance"	"to compensate to"	"some extent"
83	"a chance"	"to compensate to extent for"	"their lack"
83	"It"	"relied and gave chance to compensate to extent for"	"their lack"
83	"some extent"	"for lack of"	"skill"
83	"It"	"relied and gave"	"a chance"
83	"some extent"	"for"	"their lack"
83	"their lack"	"of"	"skill"
83	"the amateurs"	"of"	"the time"
83	"It"	"relied and gave chance to compensate to"	"some extent"
84	"University"	"is"	"a public university"
84	"University"	"is university located in city of"	"Sulaymaniyah"
84	"The University of Sulaimani"	"is university located in city of"	"Sulaymaniyah"
84	"the city"	"of"	"Sulaymaniyah"
84	"University"	"is university located in city in"	"Kurdistan"
84	"The University of Sulaimani"	"is university located in city in"	"Kurdistan"
84	"University"	"is university located in"	"the city"
84	"the city"	"in"	"Kurdistan"
84	"a public university"	"located in city in"	"Kurdistan"
84	"The University of Sulaimani"	"is university located in"	"the city"
84	"a public university"	"located in city of"	"Sulaymaniyah"
84	"a public university"	"located in"	"the city"
85	"An honours year"	"followed and topped"	"Titterton"
85	"An honours year"	"followed and topped"	"the year"
85	"An honours year"	"followed and topped in"	"Physics"
86	"President"	". in although resigned"	"he"
86	"Langley"	"became ."	"President"
86	"President"	". in although resigned"	"the following year"
86	"Langley"	"became . of"	"the General Union"
86	"Langley"	"became . in although resigned"	"he"
86	"President"	". of Union of"	"Railway Clerks"
86	"the General Union"	"of"	"Railway Clerks"
86	"Langley"	"became . in although resigned"	"the following year"
86	"Langley"	"became . in although resigned due to"	"ill health"
86	"he"	"resigned"	"the following year"
86	"President"	". in although resigned due to"	"ill health"
86	"Langley"	"became . of Union of"	"Railway Clerks"
87	"The post-war era"	"saw creation of"	"New College"
87	"Innis College"	"all of"	"them"
87	"Innis College"	"in 1964 and"	"Woodsworth College"
87	"The post-war era"	"saw"	"the creation"
87	"The post-war era"	"saw ."	"Innis College"
87	"the creation"	"of"	"New College"
87	"The post-war era"	"saw . College in 1964 and"	"Woodsworth College"
87	"The post-war era"	"saw . College all of"	"them"
88	"The cast"	"consisted ."	"hundreds"
88	"hundreds"	"of"	"extras"
88	"The cast"	"consisted . hundreds of"	"extras"
88	"the most prominent Israeli actors"	"of"	"the time"
88	"The cast"	"consisted of some of actors of"	"the time"
88	"The cast"	"consisted of some of"	"the most prominent Israeli actors"
89	"news outlets"	"said that were charged for"	"his budget speech"
89	"news outlets"	"said that were charged for"	"a $600 makeup session"
89	"He"	"get"	"his money's"
89	"news outlets"	"said get"	"his money's"
89	"Bomke"	"said get"	"his money's"
89	"a $600 makeup session"	"for charged were said get"	"He"
89	"news outlets"	"said that were charged for session for"	"Illinois Governor Rod Blagojevich"
89	"his budget speech"	"for charged were said get"	"He"
89	"taxpayers"	"were said get"	"his money's"
89	"news outlets"	"said get"	"He"
89	"Illinois Governor Rod Blagojevich"	"for session for charged were said get"	"He"
89	"a $600 makeup session"	"for charged were said get"	"his money's"
89	"his budget speech"	"for charged were said get"	"his money's"
89	"taxpayers"	"were said get"	"He"
89	"Bomke"	"said get"	"He"
89	"Illinois Governor Rod Blagojevich"	"for session for charged were said get"	"his money's"
90	"her father"	"had appealed in getting"	"a job"
90	"She"	"revealed was friend of"	"her family"
90	"She"	"revealed and had appealed in getting"	"Amanda"
90	"She"	"revealed and had appealed to"	"Fey"
90	"She"	"revealed and had"	"her father"
90	"She"	"revealed was"	"a friend"
90	"a friend"	"of"	"her family"
90	"her father"	"had appealed in getting"	"Amanda"
90	"She"	"revealed and had appealed for"	"help"
90	"She"	"revealed and had appealed in getting at"	"MODE"
90	"She"	"revealed after"	"her career"
90	"the late Sommers"	"was friend of"	"her family"
90	"She"	"revealed as"	"an actress"
90	"her father"	"had appealed in getting at"	"MODE"
90	"She"	"revealed was"	"the late Sommers"
90	"She"	"revealed to"	"Christina"
90	"her father"	"had appealed for"	"help"
90	"She"	"revealed and had appealed in getting"	"a job"
91	"he"	"was . wealth from"	"its temples"
91	"he"	"was ."	"also the wealth"
91	"he"	"was forced to requisition"	"the public treasury"
91	"he"	"was forced to requisition treasury of"	"Gades"
91	"the public treasury"	"of"	"Gades"
91	"also the wealth"	"from"	"its temples"
92	"He"	"told . that warned that knew were"	"they"
92	"Washington Post"	". that warned that knew"	"the Jordanians"
92	"the Jordanians"	"knew were"	"they"
92	"the Iraqis"	"warned that knew were"	"they"
92	"He"	"told . that warned"	"the Zarqawi operatives"
92	"the Iraqis"	"warned that knew"	"the Jordanians"
92	"He"	"told . that warned"	"the Iraqis"
92	"Washington Post"	". that warned that knew were"	"they"
92	"He"	"told ."	"Washington Post"
92	"He"	"told . that warned that knew"	"the Jordanians"
93	"he"	"was . Mexico base of"	"the expedition"
93	"he"	"was . Mexico"	"the main logistical base"
93	"he"	"was for manager at"	"Columbus"
93	"New Mexico"	"Mexico"	"the main logistical base"
93	"the main logistical base"	"of"	"the expedition"
93	"the Punitive Expedition"	"into"	"Mexico"
93	"he"	"was ."	"New Mexico"
93	"a time depot manager"	"at"	"Columbus"
93	"the Punitive Expedition"	"into was for"	"a time depot manager"
93	"Mexico"	"into was ."	"New Mexico"
93	"New Mexico"	"base of"	"the expedition"
93	"the Punitive Expedition"	"into was ."	"New Mexico"
93	"Mexico"	"into was for"	"a time depot manager"
94	"the film"	"Malle's"	"best early film"
94	"3.5 stars"	"calls"	"it"
94	"Movie Guide"	"Malle's"	"best early film"
94	"3.5 stars"	"Malle's"	"best early film"
94	"Movie Guide"	"gives"	"the film"
94	"Leonard Maltin"	"Malle's"	"best early film"
94	"his"	"Malle's"	"best early film"
94	"it"	"Malle's"	"best early film"
95	"They"	"made coming back from"	"2-0"
95	"their first division debut"	"against"	"Club America"
95	"They"	"made debut against America in"	"the Estadio Azteca"
95	"They"	"made in"	"a memorbla match"
95	"their first division debut"	"against America in"	"the Estadio Azteca"
95	"their"	"debut against"	"Club America"
95	"They"	"made coming back to win"	"3-2"
95	"They"	"made debut against"	"Club America"
95	"Club America"	"in"	"the Estadio Azteca"
95	"They"	"made debut"	"their"
95	"their"	"debut against America in"	"the Estadio Azteca"
96	"Obree"	"results coming with"	"a daring idea - he's"
96	"An ex-minister"	"turned . owner befriends Obree results coming with he's going to try and beat"	"the hour record"
96	"An ex-minister"	"turned . owner befriends Obree results coming with he's"	"idea"
96	"boatyard owner"	"befriends"	"Baxter"
96	"Cox"	"befriends Obree results coming with he's going to try and beat"	"the hour record"
96	"An ex-minister"	"turned . owner befriends Obree results coming with"	"a daring idea - he's"
96	"Cox"	"befriends Obree results coming with"	"a daring idea - he's"
96	"a daring idea - he's"	"going to try and beat"	"the hour record"
96	"An ex-minister"	"turned . owner befriends"	"Baxter"
96	"Cox"	"befriends"	"Obree"
96	"Baxter"	"befriends Obree results coming with he's going to try and beat"	"the hour record"
96	"idea"	"he's going to try and beat"	"the hour record"
96	"Baxter"	"befriends Obree results in"	"Obree"
96	"An ex-minister"	"turned . owner befriends Obree results in"	"Obree"
96	"boatyard owner"	"befriends"	"Obree"
96	"boatyard owner"	"befriends Obree results coming with he's"	"idea"
96	"boatyard owner"	"befriends Obree results coming with"	"a daring idea - he's"
96	"Baxter"	"befriends"	"Obree"
96	"An ex-minister"	"turned ."	"boatyard owner"
96	"boatyard owner"	"befriends Baxter"	"Cox"
96	"An ex-minister"	"turned . owner befriends Baxter"	"Cox"
96	"Cox"	"befriends Obree results coming with he's"	"idea"
96	"Baxter"	"Baxter"	"Cox"
96	"Baxter"	"befriends Obree results coming with"	"a daring idea - he's"
96	"An ex-minister"	"turned . owner befriends"	"Obree"
96	"Cox"	"befriends Obree results in"	"Obree"
96	"boatyard owner"	"befriends Obree results coming with he's going to try and beat"	"the hour record"
96	"Baxter"	"befriends Obree results coming with he's"	"idea"
96	"Obree"	"results coming with he's going to try and beat"	"the hour record"
96	"boatyard owner"	"befriends Obree results in"	"Obree"
96	"Obree"	"results coming with he's"	"idea"
97	"March"	". was ) 1958"	"November"
97	"November"	"1958 was"	"an English character actor"
97	"Ronald Squire"	". was ) 1958"	"November"
97	"- 16 November 1958 )"	"was"	"an English character actor"
98	"Casanova Brown "	"is film starring Cooper"	"Teresa Wright"
98	"Casanova Brown "	"is"	"a 1944 film"
98	"a 1944 film"	"starring"	"Gary Cooper"
98	"a 1944 film"	"starring Cooper"	"Teresa Wright"
98	"Teresa Wright"	"and"	"Frank Morgan"
98	"Gary Cooper"	"Wright and"	"Frank Morgan"
98	"Gary Cooper"	"Cooper"	"Teresa Wright"
98	"Casanova Brown "	"is film starring Cooper Wright and"	"Frank Morgan"
98	"Casanova Brown "	"is film starring"	"Gary Cooper"
98	"a 1944 film"	"starring Cooper Wright and"	"Frank Morgan"
99	"The same day"	"was after had informed"	"the local fire brigade"
99	"the south-east tower"	"tower"	"the least important tower"
99	"the least important tower"	"of"	"the large castle"
99	"the south-east tower"	"tower of"	"the large castle"
99	"The same day"	"was tower tower of"	"the large castle"
100	"the legislature"	"sponsored to encourage"	" products"
100	"the legislature"	"sponsored"	"successful bills"
100	"the legislature"	"sponsored to encourage"	"state purchasing"
100	"he"	"sponsored to encourage"	"state purchasing"
100	"he"	"sponsored to encourage"	" products"
100	"licensing standards"	"for"	"hemodialysis technicians"
101	"Indeed the rivalry"	"between"	"the Soviet armies"
101	"Indeed the rivalry"	"to capture"	"the city centre"
102	"Jerry Goldsmith"	"won but lost to"	"Denzel Washington"
102	"Jerry Goldsmith"	"won and was"	"Morgan Freeman"
102	"Morgan Freeman"	"was nominated for Actor in"	"a Motion Picture"
102	"Jerry Goldsmith"	"won and was nominated for"	"the NAACP Image Award"
102	"Jerry Goldsmith"	"won and was nominated for"	"Outstanding Actor"
102	"Jerry Goldsmith"	"won for score"	"his"
102	"the BMI Film"	"&"	"TV Award"
102	"Jerry Goldsmith"	"won"	"the BMI Film"
102	"Jerry Goldsmith"	"won and was nominated for Actor in"	"a Motion Picture"
102	"Jerry Goldsmith"	"won for"	"his original score"
102	"Outstanding Actor"	"in"	"a Motion Picture"
102	"Jerry Goldsmith"	"won Film &"	"TV Award"
102	"Jerry Goldsmith"	"won ."	"Training Day"
103	"any active player"	"can activate to bring into"	"the song"
103	"any active player"	"can activate to bring"	"failed players"
103	"any active player"	"can activate saving"	"the band member"
104	"Aseem Arora"	"was nominated for"	"a Filmfare Award"
104	"Aseem Arora"	"was nominated for"	"Best Story"
104	"The film's writer"	"was nominated for"	"a Filmfare Award"
104	"The film's writer"	"was nominated for"	"Best Story"
104	"The film's writer"	"writer"	"Aseem Arora"
105	"Ten Heuvel"	"is brother of Heuvel"	"Arturo"
105	"Ten Heuvel"	"is brother of"	"Arturo ten Heuvel"
105	"the older brother"	"of"	"Arturo ten Heuvel"
105	"the older brother"	"of Heuvel"	"Arturo"
106	"Soubry"	"graduated from Birmingham"	"University"
107	"the Liga's most northwesterly city"	"remained in"	"the LMB Northern Division"
107	"the Liga's"	"city remained in"	"the LMB Northern Division"
107	"Tijuana"	"after city remained in"	"the LMB Northern Division"
107	"the Liga's"	"city after"	"Tijuana"
107	"the Liga's most northwesterly city"	"after"	"Tijuana"
108	"West Ham"	"in"	"the Premier League"
108	"He"	"played for"	"West Ham"
108	"the latter stages"	"of"	"the 1996-97 season"
108	"He"	"played during"	"the latter stages"
108	"He"	"played during stages of"	"the 1996-97 season"
108	"He"	"played as"	"a substitute"
108	"He"	"played for Ham in"	"the Premier League"
109	"He"	"was live"	"IQ broadcast"
109	"He"	"was live on 2010."	"January"
109	"He"	"was of team on"	"CBC Test"
109	"He"	"was live"	"the Nation"
109	"He"	"was of"	"the Atheists team"
109	"the Atheists team"	"on"	"CBC Test"
109	"IQ broadcast"	"live on 2010."	"January"
109	"the Nation"	"live on 2010."	"January"
110	"the Abkhaz armed forces"	" and accuses in exchange for"	"Abkhaz land"
110	"Georgia"	" and accuses"	"Russia"
110	"Abkhaz land"	"or"	"hotels"
110	"the Abkhaz armed forces"	" and accuses of supplying and training"	"the Abkhaz troops"
110	"the Abkhaz armed forces"	" and accuses in"	"exchange"
110	"Georgia"	" and accuses in"	"exchange"
110	"exchange"	"for"	"Abkhaz land"
110	"Georgia"	" and accuses of supplying and training"	"the Abkhaz troops"
110	"Abkhaz"	" and accuses in"	"exchange"
110	"Abkhaz"	" and accuses of supplying and training"	"the Abkhaz troops"
